CHAMADO;ID_JIRA;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-651;1943269;RN;Nova Cruz - RN;Prefeitura Municipal;Fácil;Inativo;19/09/2023;01/10/2024
CON-650;1943248;SP;São Paulo - SP;Prefeitura Municipal;CIP;Ativo;29/04/2023;29/01/2026
CON-649;1943078;PA;Dom Eliseu - PA;Prefeitura Municipal;Fácil;Ativo;31/08/2023;31/08/2028
CON-648;1942939;CE;Morada Nova - CE;Prefeitura Municipal;Fácil;Ativo;17/12/2024;17/12/2029
CON-647;1942175;MS;Itaquiraí - MS;Prefeitura Municipal;Consignet;Ativo;18/09/2023;19/07/2026
CON-646;1942171;PI;Pedro II - PI;Prefeitura Municipal;Digital Consig;Ativo;18/09/2023;29/06/2026
CON-645;1942167;SP;Irmandade da Santa Casa de Misericórdia de Guariba - SP;Outros;Consignet;Ativo;18/09/2023;14/03/2028
CON-644;1942148;RO;Pimenta Bueno - RO;Câmara Municipal;Consignet;Ativo;18/09/2023;02/03/2026
CON-643;1942082;PB;Fundação Governador Flávio Ribeiro Coutinho - PB;Outros;Fácil;Ativo;01/09/2023;01/09/2028
CON-642;1941664;PE;Sanharó - PE;Prefeitura Municipal;NewVersion;Ativo;15/09/2023;15/09/2028
CON-641;1940992;RO;Cujubim - RO ;Prefeitura Municipal;Consignet;Ativo;15/09/2023;15/09/2028
CON-640;1940988;RN;São Paulo do Potengi - RN;Prefeitura Municipal;SP Consig;Inativo;15/09/2023;15/09/2024
CON-639;1940984;CE;Campos Sales - CE;Prefeitura Municipal;Fácil;Ativo;07/04/2025;05/04/1930
CON-638;1940946;PE;Cupira - PE ;Prefeitura Municipal;Fasitec;Ativo;13/09/2023;13/09/2028
CON-637;1940942;PE;Fundo Municipal de Saúde de Cupira - PE;Autarquia;Fasitec;Ativo;13/09/2023;13/09/2028
CON-636;1940918;BA;João Dourado - BA;Prefeitura Municipal;Fasitec;Ativo;15/09/2023;07/01/2027
CON-635;1937961;SC;Urupema - SC;Prefeitura Municipal;ConsigLog;Ativo;13/09/2023;24/10/2025
CON-634;1937953;SP;Guaíra - SP;Prefeitura Municipal;Consignet;Ativo;13/09/2023;12/05/2028
CON-633;1937175;MS;TRÊS LAGOAS;Instituto de Previdência;Consignet;Inativo;04/09/2023;03/09/2024
CON-632;1936689;CE;Jaguaruana - CE;Prefeitura Municipal;Digital Consig;Ativo;12/09/2023;04/03/2026
CON-631;1935583;RS;Viamão - IPREV;Instituto de Previdência;Módulo Consignado;Inativo;11/09/2023;12/09/2024
CON-630;1935482;MT;Campinápolis - MT;Prefeitura Municipal;Digital Consig;Inativo;11/09/2023;24/04/2025
CON-629;1934158;CE;Itapipoca - CE;Instituto de Previdência;Safe Consig;Ativo;08/09/2023;13/07/2026
CON-628;1934150;PB;Cacimbas - PB;Prefeitura Municipal;SP Consig;Ativo;08/09/2023;25/07/2027
CON-627;1932860;SP;Carapicuíba - SP ;Prefeitura Municipal;Fasitec;Iniciando Renovação;04/09/2024;04/09/2025
CON-626;1932857;PR;Rancho Alegre - PR ;Prefeitura Municipal;Consignet;Inativo;06/09/2023;25/07/2024
CON-625;1932808;PE;Ibimirim - PE ;Prefeitura Municipal;Consignet;Ativo;26/08/2023;26/08/2028
CON-624;1932804;CE;Chorozinho - CE ;Prefeitura Municipal;Fácil;Ativo;09/09/2024;09/09/2029
CON-623;1931782;SP;Instituto de Previdência Social dos Servidores Municipais de Itu - ItuPrev;Instituto de Previdência;ConsigLog;Iniciando Renovação;01/09/2023;31/08/2025
CON-622;1930408;GO;Leopoldo de Bulhões - GO;Instituto de Previdência;Metaconsig;Ativo;04/09/2023;13/06/2028
CON-621;1930402;SP;Araras - SP;Autarquia;Fasitec;Ativo;04/09/2023;30/05/2028
CON-620;1928304;PR;Autarquia Cambé Previdência dos Servidores Públicos Municipais - PR;Autarquia;Consignet;Inativo;01/09/2023;12/11/2023
CON-619;1928296;RJ;Itatiaia - IPREVI - RJ;Instituto de Previdência;Fácil;Inativo;01/09/2023;13/05/2025
CON-618;1928286;BA;Santa Bárbara - BA;Prefeitura Municipal;Fasitec;Ativo;01/09/2023;21/03/2028
CON-617;1928279;CE;Paracuru - CE;Prefeitura Municipal;Digital Consig;Inativo;01/09/2023;28/06/2024
CON-616;1928238;RS;Nova Hartz - RS;Prefeitura Municipal;Consignet;Ativo;10/09/2023;10/09/2028
CON-615;1927536;PE;Belo Jardim;Prefeitura Municipal;NewVersion;Ativo;25/08/2023;25/08/2028
CON-614;1927530;PB;Instituto de Previdência dos Servidores Municipais de Belo Jardim - PE;Instituto de Previdência;NewVersion;Ativo;25/08/2023;25/08/2028
CON-613;1927513;PB;Juripiranga - PB;Prefeitura Municipal;Metaconsig;Ativo;06/06/2023;13/10/2025
CON-612;1927182;GO;Tribunal Regional do Trabalho da 18ª Região - TRT 18;Tribunal;Quantum;Ativo;31/08/2023;30/06/2026
CON-611;1927136;PB;Instituto Municipal de Previdência dos Servidores Públicos de Dona Inês PB - IMPRESP ;Instituto de Previdência;Metaconsig;Inativo;31/08/2023;20/04/2025
CON-610;1927120;SP;Charqueada - SP;Prefeitura Municipal;Consignet;Inativo;31/08/2023;31/08/2024
CON-609;1926890;RS;Salvador do Sul - RS;Prefeitura Municipal;Consignet;Ativo;31/08/2023;23/05/2027
CON-608;1926887;BA;Filadélfia - BA;Prefeitura Municipal;Fasitec;Ativo;31/08/2023;07/01/2026
CON-607;1926877;SP;Instituto de Previdência Social dos Servidores Públicos de Botucatu - BOTUPREV;Instituto de Previdência;Consignet;Inativo;25/08/2023;25/08/2024
CON-606;1926873;SP;Boituva - SP;Prefeitura Municipal;Consignet;Ativo;19/09/2023;19/09/2028
CON-605;1925150;PR;Diamante D'oeste - PR;Prefeitura Municipal;Consignet;Ativo;12/09/2023;12/09/2028
CON-604;1924208;MT;Confresa - MT;Prefeitura Municipal;Digital Consig;Inativo;29/08/2023;31/07/2024
CON-603;1924116;SP;São Pedro - SP;Prefeitura Municipal;Consignet;Inativo;29/08/2023;24/05/2024
CON-602;1922591;RO;Machadinho D'Oeste - RO;Prefeitura Municipal;Consignet;Ativo;23/08/2023;23/08/2028
CON-601;1922584;RN;Felipe Guerra - RN;Prefeitura Municipal;SP Consig;Ativo;22/08/2023;22/08/2028
CON-600;1921614;SP;Caixa de Previdência Social Municipal de Itaí - SP;Instituto de Previdência;Consignet;Iniciando Renovação;25/08/2023;19/06/2025
CON-599;1921596;BA;Candeias - BA;Prefeitura Municipal;ConsigLog;Iniciando Renovação;22/08/2024;22/08/2025
CON-598;1920351;PE;Bodoco - PE;Prefeitura Municipal;Fasitec;Inativo;24/08/2023;13/09/2024
CON-597;1920347;CE;Carire - CE;Prefeitura Municipal;Digital Consig;Ativo;24/08/2023;26/05/2028
CON-596;1920311;AL;Lagoa da Canoa - AL;Prefeitura Municipal;Fasitec;Ativo;24/08/2023;23/08/2028
CON-595;1918969;SP;Itanhaém - SP;Instituto de Previdência;Consignet;Inativo;14/08/2023;14/08/2024
CON-594;1918958;RO;Alvorada do Oeste - RO;Prefeitura Municipal;Consignet;Ativo;14/09/2023;14/09/2028
CON-593;1918955;PR;Instituto de Previdência dos Servidores Públicos Municipais de Pato Branco - PR;Instituto de Previdência;Consignet;Ativo;02/11/2023;02/11/2028
CON-592;1918952;CE;Ocara - CE;Prefeitura Municipal;Digital Consig;Ativo;23/08/2023;08/06/2027
CON-591;1918949;PE;Sistema Previdenciário Próprio do Município de Correntes - PE ;Instituto de Previdência;Fasitec;Ativo;23/08/2023;15/01/2026
CON-590;1918340;PA;Jacundá - PA;Prefeitura Municipal;Fácil;Inativo;22/08/2023;22/08/2024
CON-589;1917774;RN;Lajes Pintadas - RN;Prefeitura Municipal;Consignet;Ativo;02/07/2024;02/07/2029
CON-588;1917733;PE;Quixaba - PE;Prefeitura Municipal;SP Consig;Ativo;17/07/2023;17/07/2027
CON-587;1917710;PE;Instituto de Previdência dos Servidores Municipais de Chã Grande - CHÃPREV;Instituto de Previdência;Consignet;Ativo;18/08/2023;18/08/2028
CON-586;1917702;PE;Chã Grande - PE;Prefeitura Municipal;Consignet;Ativo;16/08/2023;16/08/2028
CON-585;1917604;GO;Planaltina - GO;Prefeitura Municipal;Konéxia;Ativo;17/07/2023;17/07/2026
CON-584;1916212;PR;Bocaiúva do Sul - PR ;Prefeitura Municipal;Consignet;Ativo;17/08/2023;17/08/2028
CON-583;1916208;PR;Altamira do Paraná - PR ;Prefeitura Municipal;Consignet;Ativo;17/08/2023;17/08/2028
CON-582;1914028;BA;Caldeirão Grande - BA;Prefeitura Municipal;Fasitec;Ativo;17/08/2023;18/02/2026
CON-581;1914025;PR;Anahy - PR;Prefeitura Municipal;Fasitec;Ativo;17/08/2023;27/05/2026
CON-580;1914002;CE;Pacoti - CE;Prefeitura Municipal;Digital Consig;Ativo;17/08/2023;28/10/2026
CON-579;1913894;RN;Instituto de Previdência Própria dos Servidores Municipais do Município de São Paulo do Potengi - RN;Instituto de Previdência;SP Consig;Ativo;28/07/2023;28/07/2028
CON-578;1913872;PR;Regime Próprio de Previdência Social do Município de Pitanga;Instituto de Previdência;Consignet;Ativo;13/07/2023;13/07/2028
CON-577;1913494;PE;Autarquia Educacional do Araripe - AEDA ;Autarquia;Fasitec;Ativo;16/08/2023;11/02/2026
CON-576;1913488;PR;Palmeira - PR;Prefeitura Municipal;Consignet;Inativo;16/08/2023;16/08/2024
CON-575;1913479;MG;Ponte Nova - MG;Prefeitura Municipal;Consignet;Inativo;20/08/2023;20/08/2024
CON-574;1909921;MT;Paranatinga - MT;Prefeitura Municipal;Digital Consig;Inativo;11/08/2023;20/12/2024
CON-573;1909918;SE;Carmópolis - SE;Prefeitura Municipal;Green Consig;Ativo;11/08/2023;11/06/2027
CON-572;1909913;PR;Ampére - PR;Instituto de Previdência;Consignet;Ativo;11/08/2023;14/06/2027
CON-571;1909467;AL;Major Isidoro - AL ;Prefeitura Municipal;MegaTec;Ativo;04/06/2025;04/06/1930
CON-570;1909466;AL;Roteiro - AL;Prefeitura Municipal;Fasitec;Inativo;08/11/2018;31/12/2024
CON-569;1909461;AL;Barra de São Miguel - AL;Prefeitura Municipal;Fasitec;Ativo;14/08/2023;14/08/2028
CON-568;1909450;AL;Autarquia Municipal de Previdência de Passo de Camaragibe - AMPREV - AL;Instituto de Previdência;Fasitec;Inativo;01/08/2019;01/08/2024
CON-567;1909447;AL;Tanque D'Arca - AL;Prefeitura Municipal;Fasitec;Inativo;15/08/2019;15/08/2024
CON-566;1909424;AL;Marinbondo - AL;Câmara Municipal;Fasitec;Iniciando Renovação;31/07/2020;31/07/2025
CON-565;1909417;AL;Tanque D'Arca - AL;Câmara Municipal;Fasitec;Iniciando Renovação;28/07/2020;28/07/2025
CON-564;1908987;RS;Regime de Previdência Social dos Servidores Públicos de São Francisco de Assis - RS (ASSISPREV);Instituto de Previdência;Lucas/Siga TI;Iniciando Renovação;10/08/2023;19/06/2025
CON-563;1908944;RJ;Itatiaia - RJ;Prefeitura Municipal;Fácil;Inativo;10/08/2023;18/05/2025
CON-562;1908927;BA;Dom Basílio - BA;Prefeitura Municipal;Fasitec;Ativo;10/08/2023;24/09/2025
CON-561;1908850;AL;União dos Palmares - AL;Prefeitura Municipal;Fasitec;Ativo;10/08/2023;02/12/2025
CON-560;1908842;CE;Guaramiranga - CE;Prefeitura Municipal;Digital Consig;Ativo;10/08/2023;04/11/2026
CON-559;1908825;MT;São Félix do Araguaia - MT;Prefeitura Municipal;Digital Consig;Ativo;10/08/2023;02/10/2025
CON-558;1908810;PR;Terra Boa - PR;Prefeitura Municipal;Consignet;Ativo;25/10/2023;25/10/2028
CON-557;1908104;BA;Santa Inês - BA;Prefeitura Municipal;Fasitec;Ativo;09/08/2023;28/04/2028
CON-556;1908102;SE;Indiaroba - SE;Prefeitura Municipal;Green Consig;Inativo;09/08/2023;21/05/2025
CON-555;1907967;SP;Bofete;Prefeitura Municipal;Consignet;Inativo;09/08/2023;30/04/2025
CON-554;1907880;PR;Ampere - PR;Prefeitura Municipal;Consignet;Ativo;07/08/2023;07/08/2028
CON-553;1906584;BA;Xique-Xique - BA;Prefeitura Municipal;Fasitec;Inativo;02/10/2019;02/10/2024
CON-551;1905543;AM;Defensoria Pública do Amazonas;Outros;PRODAM;Inativo;07/08/2023;01/04/2024
CON-550;1905519;MG;João Pinheiro - MG;Prefeitura Municipal;Quantum;Inativo;07/08/2023;16/07/2024
CON-549;1905500;BA;Ponto Novo - BA;Prefeitura Municipal;Fasitec;Ativo;07/08/2023;14/06/2028
CON-548;1904918;SP;Casa Branca;Prefeitura Municipal;Consignet;Ativo;27/06/2025;27/06/1930
CON-547;1904896;BA;Sobradinho - BA;Prefeitura Municipal;Fasitec;Inativo;04/08/2023;03/01/2026
CON-546;1904856;RN;Santana do Seridó;Prefeitura Municipal;Consignet;Iniciando Renovação;05/08/2024;04/08/2025
CON-545;1903227;SP;Fundação Educacional Guaçuana;Autarquia;Consignet;Ativo;01/09/2021;01/09/2026
CON-544;1903193;RS;São Francisco de Assis;Prefeitura Municipal;Consignet;Iniciando Renovação;03/08/2023;19/06/2025
CON-543;1903188;SP;Fundo Municipal de Seguridade Município de Itajobi;Prefeitura Municipal;Consignet;Ativo;15/04/2021;15/04/2026
CON-542;1903181;SP;Itajobi - SP;Prefeitura Municipal;Consignet;Ativo;15/04/2021;15/04/2026
CON-541;1903172;SP;Pedro de Toledo - PR;Prefeitura Municipal;Consignet;Ativo;01/09/2021;01/09/2026
CON-540;1903152;SP;São Carlos;Prefeitura Municipal;Consignet;Ativo;24/09/2021;24/09/2026
CON-539;1903147;SP;Ribeirão Grande;Prefeitura Municipal;Consignet;Ativo;18/01/2023;18/01/2028
CON-538;1903141;SP;Angatuba - SP;Prefeitura Municipal;Consignet;Ativo;18/07/2023;18/07/2028
CON-537;1903136;SP;Serviço Autônomo de Água e Esgoto de Bebedouro - SAAEB AMBIENTAL;Autarquia;Consignet;Ativo;20/06/2023;20/06/2028
CON-535;1902009;RO;São Francisco do Guaporé - RO;Prefeitura Municipal;Consignet;Ativo;27/07/2023;27/07/2028
CON-534;1901855;PR;Instituto de Previdência Municipal de Rolândia - PR;Instituto de Previdência;Consignet;Ativo;30/09/2023;30/09/2028
CON-533;1901782;SC;Jaraguá do Sul;Prefeitura Municipal;Consignet;Ativo;19/03/2023;18/03/2026
CON-532;1901777;SC;Vitor Meireles;Prefeitura Municipal;Consignet;Ativo;14/02/2023;14/02/2028
CON-531;1901771;SC;Santa Terezinha - SC;Prefeitura Municipal;Consignet;Ativo;26/01/2023;26/01/2028
CON-530;1901756;SC;Rio do Campo - SC;Prefeitura Municipal;Consignet;Ativo;22/06/2023;22/06/2028
CON-529;1900574;GO;Senador Canedo;Prefeitura Municipal;BRTEC;Inativo;13/07/2023;31/10/2024
CON-528;1899946;BA;Tribunal de Contas dos Municípios do Estado da Bahia - TCM BA;Tribunal;ConsigLog;Iniciando Renovação;31/07/2023;12/06/2025
CON-527;1899939;SC;Biguaçu;Prefeitura Municipal;ConsigLog;Ativo;02/04/2023;02/04/2028
CON-526;1899900;AL;Batalha - AL;Prefeitura Municipal;Fasitec;Ativo;09/11/2023;09/11/2028
CON-525;1899874;PR;Jussara;Câmara Municipal;Consignet;Inativo;31/07/2023;14/01/2024
CON-524;1899861;PR;Jussaraprev;Instituto de Previdência;Consignet;Inativo;31/07/2023;14/01/2024
CON-523;1899851;BA;Glória;Prefeitura Municipal;Safe Consig;Inativo;31/07/2023;31/12/2024
CON-522;1899821;PR;Primeiro de Maio;Prefeitura Municipal;Consignet;Inativo;31/07/2023;11/11/2024
CON-521;1899798;MT;Cuiabá e Cuiabá-Prev;Prefeitura Municipal;Fácil;Inativo;03/06/2024;03/06/2025
CON-520;1899787;BA;Igaporã;Prefeitura Municipal;Fasitec;Inativo;31/07/2023;12/05/2025
CON-519;1897743;SE;Capela - SE;Prefeitura Municipal;Fasitec;Inativo;28/07/2023;08/02/2025
CON-518;1897736;SP;Monções;Prefeitura Municipal;Consignet;Iniciando Renovação;28/07/2023;24/08/2025
CON-517;1897719;RO;Alto Paraíso - RO;Prefeitura Municipal;Consignet;Ativo;20/05/2025;20/05/1930
CON-516;1896785;PR;Doutor Camargo ;Prefeitura Municipal;Consignet;Inativo;27/07/2023;30/09/2024
CON-515;1896782;PA;Marabá - PA;Prefeitura Municipal;Fácil;Inativo;27/07/2023;29/05/2024
CON-514;1896778;SP;Superintendência Autônoma de Água e Esgoto de São José do Rio Pardo - SAERP;Autarquia;Consignet;Ativo;27/07/2023;06/09/2026
CON-513;1896774;SC;Caçador - SC;Prefeitura Municipal;Safe Consig;Iniciando Renovação;21/08/2024;21/08/2025
CON-512;1896764;CE;Caucaia;Prefeitura Municipal;Safe Consig;Inativo;27/07/2023;23/07/2024
CON-511;1895982;MT;Sapezal;Prefeitura Municipal;Digital Consig;Iniciando Renovação;26/07/2023;16/07/2025
CON-510;1895924;SP;Santo André;Prefeitura Municipal;Fasitec;Ativo;26/07/2023;20/12/2025
CON-509;1895893;RO;Nova Mamoré;Prefeitura Municipal;Fasitec;Ativo;26/07/2023;15/06/2026
CON-508;1895873;AL;Senador Rui Palmeira;Prefeitura Municipal;Fasitec;Ativo;26/07/2023;13/01/2027
CON-507;1895748;MG;Contagem;Prefeitura Municipal;Nobe Software;Inativo;26/07/2023;01/10/2024
CON-506;1894335;PR;Três Barras do Paraná - PR;Prefeitura Municipal;Consignet;Ativo;14/08/2023;14/08/2028
CON-505;1893825;MG;Juatuba - MG;Prefeitura Municipal;Infoconsig;Ativo;24/07/2023;23/05/2028
CON-504;1893599;MT;Poconé - MT;Prefeitura Municipal;Digital Consig;Iniciando Renovação;24/07/2023;04/07/2025
CON-503;1891211;PB;Alagoa Nova;Prefeitura Municipal;SP Consig;Ativo;20/07/2023;22/11/2026
CON-502;1889226;SP;Osasco;Instituto de Previdência;ConsigLog;Inativo;18/07/2023;10/12/2024
CON-501;1889223;PR;Prudentópolis;Instituto de Previdência;Consignet;Ativo;18/07/2023;13/04/2028
CON-500;1889191;MA;Santa Rita ;Prefeitura Municipal;Fasitec;Ativo;15/07/2023;15/07/2028
CON-499;1889180;PE;Santa Filomena - PE;Prefeitura Municipal;Consignet;Ativo;11/04/2025;11/04/1930
CON-498;1884369;PR;Amaporã - PR;Câmara Municipal;Consignet;Ativo;11/07/2023;11/05/2026
CON-497;1884338;CE;São Gonçalo do Amarante - CE;Prefeitura Municipal;Fácil;Iniciando Renovação;14/06/2023;14/06/2025
CON-496;1883868;AL;Governo de Alagoas ;Governo de Estado;NeoConsig;Ativo;05/07/2023;05/07/2028
CON-495;1883481;RS;Restinga Seca - RS;Prefeitura Municipal;Consignet;Inativo;10/07/2023;13/05/2025
CON-494;1883473;PR;Fundo Especial de Previdência do Município de Guaraci;Instituto de Previdência;Consignet;Ativo;10/07/2023;21/06/2026
CON-493;1883450;PR;Cambé;Prefeitura Municipal;Consignet;Ativo;10/07/2023;04/01/2028
CON-492;1883447;RS;Departamento Autônomo de Estradas de Rodagem - DER;Outros;Numeria Informática;Inativo;06/07/2023;06/07/2024
CON-491;1883403;DF;Tribunal Superior do Trabalho - TST;Tribunal;Fácil;Ativo;07/03/2023;07/03/2028
CON-490;1883348;SP;Limeira;Prefeitura Municipal;NeoConsig;Inativo;10/07/2023;08/02/2024
CON-489;1882285;PR;Goioere;Prefeitura Municipal;Consignet;Ativo;14/09/2023;14/09/2028
CON-488;1880070;MS;Novo Horizonte do Sul;Prefeitura Municipal;Consignet;Ativo;05/07/2023;22/08/2027
CON-487;1879912;MA;Vila Nova dos Martírios;Prefeitura Municipal;Consignet;Ativo;05/07/2023;01/11/2027
CON-486;1879492;PR;Sertaneja;Prefeitura Municipal;Consignet;Ativo;04/07/2023;28/01/2026
CON-485;1879484;PR;Barbosa Ferraz;Prefeitura Municipal;Consignet;Inativo;04/07/2023;08/08/2024
CON-484;1879473;PR;Palmital - PR;Prefeitura Municipal;Consignet;Ativo;18/11/2024;18/11/2029
CON-483;1879027;SP;Santo André;Instituto de Previdência;ConsigLog;Inativo;04/07/2023;29/05/2024
CON-482;1879015;RO;Serviço Autônomo de Água e Esgoto de Cacoal/RO - SAAE;Outros;Consignet;Ativo;04/07/2023;04/07/2028
CON-481;1878828;RO;SAAE Cacoal . Serviço Autônomo de Água e Esgoto de Cacoal - RO;Outros;Consignet;Ativo;29/06/2023;29/06/2028
CON-480;1877505;PR;Paraíso do Norte;Prefeitura Municipal;Consignet;Ativo;03/07/2023;18/04/2028
CON-479;1877497;RO;Pimenteiras do Oeste - RO;Prefeitura Municipal;Consignet;Ativo;31/01/2025;31/01/1930
CON-478;1877470;PR;Farol;Prefeitura Municipal;Consignet;Inativo;03/07/2023;07/04/2025
CON-477;1877455;SP;Iperó - SP;Prefeitura Municipal;ConsigLog;Inativo;03/07/2023;05/03/2025
CON-476;1877449;SP;Serviço Funerário do Município de Santo André;Autarquia;ConsigLog;Iniciando Renovação;03/07/2023;02/09/2025
CON-475;1877412;RN;Apodi - RN;Prefeitura Municipal;Fácil;Iniciando Renovação;30/06/2023;09/07/2025
CON-474;1877390;SC;Pomerode;Prefeitura Municipal;Consignet;Ativo;22/06/2023;22/06/2028
CON-473;1875834;PR;Luiziana;Prefeitura Municipal;Consignet;Ativo;07/02/2023;07/02/2028
CON-472;1875831;PR;Cruzeiro do Oeste - PR;Prefeitura Municipal;Consignet;Inativo;30/06/2023;28/05/2025
CON-470;1874931;PE;Toritama - PE;Prefeitura Municipal;Fácil;Ativo;25/06/2024;25/06/2029
CON-469;1874914;PR;Altônia;Prefeitura Municipal;Consignet;Inativo;29/06/2023;08/08/2024
CON-468;1874854;PE;Fundo de Previdência Social do Município de Inajá;Instituto de Previdência;NewVersion;Ativo;27/06/2023;27/06/2028
CON-467;1874837;SC;Witmarsum ;Prefeitura Municipal;Consignet;Ativo;27/06/2023;27/06/2028
CON-466;1874025;MG;Uberaba;Prefeitura Municipal;Unitedtech;Inativo;29/08/2022;28/08/2024
CON-465;1874022;MG;Coronel Fabriciano - MG;Prefeitura Municipal;Unitedtech;Ativo;22/02/2024;22/02/2027
CON-464;1874019;PA;Tribunal Regional do Trabalho da 8ª Região - TRT 8;Tribunal;Unitedtech;Inativo;24/01/2023;24/01/2025
CON-463;1874015;SP;Suzano - SP;Prefeitura Municipal;ConsigLog;Ativo;21/11/2023;21/11/2028
CON-462;1874008;MG;Ministério Público do Estado de Minas Gerais;Outros;Quantum;Inativo;09/03/2023;05/09/2023
CON-461;1874006;SP;Ribeirão Preto;Instituto de Previdência;Quantum;Ativo;03/04/2023;03/04/2028
CON-460;1874003;SP;Guarda Civil de Ribeirão Preto;Outros;Quantum;Ativo;22/02/2023;22/02/2027
CON-459;1874000;RJ;Teresópolis - RJ;Prefeitura Municipal;Cotar;Ativo;08/05/2024;08/05/1934
CON-458;1873997;RS;Grupo Hospitalar Conceição - GHC - RS;Empresa Privada;Quantum;Inativo;04/04/2023;04/04/2025
CON-457;1873993;SP;Hospital das Clínicas de Ribeirão Preto;Autarquia;Consignet;Ativo;25/06/2021;24/06/2026
CON-456;1873991;MG;Juiz de Fora;Prefeitura Municipal;Quantum;Inativo;07/05/2024;06/05/2026
CON-455;1873989;MG;Manhuaçu - MG;Prefeitura Municipal;Quantum;Ativo;01/07/2024;01/07/2029
CON-454;1873988;MG;Vespasiano - MG;Prefeitura Municipal;Quantum;Inativo;17/02/2023;06/03/2025
CON-453;1873987;MG;Conselheiro Lafaiete - MG;Prefeitura Municipal;Quantum;Ativo;04/01/2023;16/11/2025
CON-452;1873986;MG;Transmontes de Monte Claros;Empresa Privada;Quantum;Inativo;17/02/2023;17/02/2025
CON-451;1873983;MG;Departamento Municipal de Limpeza Urbana de Juiz de Fora - DEMLURB;Autarquia;Quantum;Inativo;24/05/2022;22/10/2024
CON-450;1873977;RJ;Defensoria Publica do Estado do Rio de Janeiro;Outros;Quantum;Inativo;07/03/2023;07/03/2025
CON-449;1873963;CE;Capistrano;Prefeitura Municipal;Safe Consig;Ativo;20/03/2023;20/03/2028
CON-448;1873961;SC;PLASSMA - Plano de Assistência a Saúde dos Servidores do Município de Mafra;Prefeitura Municipal;Safe Consig;Ativo;23/10/2023;22/10/2025
CON-447;1873959;CE;Tauá;Prefeitura Municipal;Safe Consig;Inativo;19/05/2022;15/02/2024
CON-446;1873956;CE;Jijoca de Jericoacoara;Prefeitura Municipal;Safe Consig;Ativo;06/02/2023;06/02/2028
CON-445;1873951;SP;Cubatão;Instituto de Previdência;SERPRO;Inativo;21/06/2022;21/06/2023
CON-444;1873949;GO;Tribunal de Justiça da Goiás - TJGO;Tribunal;SERPRO;Ativo;06/02/2023;06/02/2026
CON-443;1873945;MG;Formiga;Prefeitura Municipal;VilleFort;Inativo;15/06/2022;15/06/2023
CON-442;1873939;PE;Inaja;Prefeitura Municipal;NewVersion;Ativo;30/05/2023;30/05/2028
CON-441;1873938;PB;Itabaiana - PB;Prefeitura Municipal;NewVersion;Iniciando Renovação;22/11/2022;16/09/2025
CON-440;1873935;PE;Autarquia Municipal de Defesa Social, Trânsito e Transportes de Caruaru - Destra;Autarquia;NewVersion;Ativo;04/04/2023;04/04/2027
CON-439;1873662;PR;Alvorada do Sulc- PR;Prefeitura Municipal;Consignet;Ativo;28/06/2023;01/03/2026
CON-438;1873645;PR;PREVLUZ - Previdência Social dos Servidores Públicos Municipais de Luiziana;Instituto de Previdência;Consignet;Ativo;28/06/2023;04/05/2026
CON-437;1873629;MG;Ouro Preto - MG;Prefeitura Municipal;Quantum;Inativo;16/05/2023;03/06/2025
CON-436;1873611;SP;Guarulhos;Prefeitura Municipal;NeoConsig;Inativo;07/06/2023;07/06/2024
CON-435;1873588;SP;Bauru - SP;Prefeitura Municipal;Consignet;Inativo;27/05/2021;27/05/2025
CON-434;1873361;PI;Teresina;Câmara Municipal;SP Consig;Ativo;10/03/2023;10/03/2028
CON-433;1873359;RN;Senador Georgino Avelino - RN;Prefeitura Municipal;SP Consig;Ativo;25/01/2023;25/01/2028
CON-432;1873356;RN;Riachuelo - RN;Prefeitura Municipal;SP Consig;Ativo;12/04/2023;12/04/2028
CON-431;1873355;PB;Serra Branca;Prefeitura Municipal;SP Consig;Inativo;10/11/2022;10/11/2023
CON-430;1873353;SP;Fundação dos Servidores de Votorantim;Outros;SP Consig;Inativo;26/09/2022;26/09/2023
CON-429;1873351;SP;Jundiaí - SP;Prefeitura Municipal;SP Consig;Inativo;29/07/2022;27/09/2024
CON-428;1873350;SP;Socorro - SP;Prefeitura Municipal;SP Consig;Inativo;04/06/2022;29/01/2025
CON-427;1873347;RN;Passa e Fica;Prefeitura Municipal;SP Consig;Iniciando Renovação;01/09/2022;01/09/2025
CON-426;1873344;MA;Tribunal de Justiça do Maranhão - TJMA;Tribunal;SP Consig;Ativo;11/11/2024;11/11/2029
CON-425;1873339;RN;Tribunal de Justiça do Rio Grande do Norte - TJRN;Tribunal;Fácil;Iniciando Renovação;04/07/2023;04/07/2025
CON-424;1873337;SP;São Sebastião;Instituto de Previdência;SP Consig;Inativo;10/02/2023;10/02/2024
CON-423;1873335;RN;Acari;Prefeitura Municipal;SP Consig;Ativo;13/01/2023;13/01/2026
CON-421;1873332;SP;Santa Rita do Passa Quatro - SP;Prefeitura Municipal;SP Consig;Inativo;08/11/2022;09/11/2024
CON-420;1873327;BA;Serrinha;Prefeitura Municipal;SP Consig;Ativo;30/08/2022;30/08/2026
CON-419;1873324;PB;Fundação Assistencial da Paraíba - FAP;Outros;SP Consig;Ativo;02/09/2022;02/09/2027
