CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-543;SP;Fundo Municipal de Seguridade Município de Itajobi;Prefeitura Municipal;Consignet;Ativo;2021-04-15;2026-04-15
CON-542;SP;Itajobi;Prefeitura Municipal;Consignet;Ativo;2021-04-15;2026-04-15
CON-541;SP;Pedro de Toledo;Prefeitura Municipal;Consignet;Ativo;2021-09-01;2026-09-01
CON-540;SP;São Carlos;Prefeitura Municipal;Consignet;Ativo;2021-09-24;2026-09-24
CON-539;SP;Ribeirão Grande;Prefeitura Municipal;Consignet;Ativo;2023-01-18;2028-01-18
CON-538;SP;Angatuba;Prefeitura Municipal;Consignet;Ativo;2023-07-18;2028-07-18
CON-537;SP;Serviço Autônomo de Água e Esgoto de Bebedouro - SAAEB AMBIENTAL;Autarquia;Consignet;Ativo;2023-06-20;2028-06-20
CON-535;RO;São Francisco do Guaporé;Prefeitura Municipal;Consignet;Ativo;2023-07-27;2028-07-27
CON-534;PR;Instituto de Previdência Municipal de Rolândia;Instituto de Previdência;Consignet;Ativo;2023-09-30;2028-09-30
CON-533;SC;Jaraguá do Sul;Prefeitura Municipal;Consignet;Ativo;2023-03-19;2026-03-18
CON-532;SC;Vitor Meireles;Prefeitura Municipal;Consignet;Ativo;2023-02-14;2028-02-14
CON-531;SC;Santa Terezinha;Prefeitura Municipal;Consignet;Ativo;2023-01-26;2028-01-26
CON-530;SC;Rio do Campo;Prefeitura Municipal;Consignet;Ativo;2023-06-22;2028-06-22
CON-529;GO;Senador Canedo;Prefeitura Municipal;BRTEC;Inativo;2023-07-13;2024-10-31
CON-528;BA;Tribunal de Contas dos Municípios do Estado da Bahia - TCM BA;Tribunal;ConsigLog;Iniciando Renovação;2023-07-31;2025-06-12
CON-527;SC;Biguaçu;Prefeitura Municipal;ConsigLog;Ativo;2023-04-02;2028-04-02
CON-526;AL;Batalha;Prefeitura Municipal;Fasitec;Ativo;2023-11-09;2028-11-09
CON-525;PR;Jussara;Câmara Municipal;Consignet;Inativo;2023-07-31;2024-01-14
CON-524;PR;Jussaraprev;Instituto de Previdência;Consignet;Inativo;2023-07-31;2024-01-14
CON-523;BA;Glória;Prefeitura Municipal;Safe Consig;Inativo;2023-07-31;2024-12-31
CON-522;PR;Primeiro de Maio;Prefeitura Municipal;Consignet;Inativo;2023-07-31;2024-11-11
CON-521;MT;Cuiabá e Cuiabá-Prev;Prefeitura Municipal;Fácil;Inativo;2024-06-03;2025-06-03
CON-520;BA;Igaporã;Prefeitura Municipal;Fasitec;Inativo;2023-07-31;2025-05-12
CON-519;SE;Capela;Prefeitura Municipal;Fasitec;Inativo;2023-07-28;2025-02-08
CON-518;SP;Monções;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-07-28;2025-08-24
CON-517;RO;Alto Paraíso;Prefeitura Municipal;Consignet;Ativo;2025-05-20;1930-05-20
CON-516;PR;Doutor Camargo;Prefeitura Municipal;Consignet;Inativo;2023-07-27;2024-09-30
CON-515;PA;Marabá;Prefeitura Municipal;Fácil;Inativo;2023-07-27;2024-05-29
CON-514;SP;Superintendência Autônoma de Água e Esgoto de São José do Rio Pardo - SAERP;Autarquia;Consignet;Ativo;2023-07-27;2026-09-06
CON-513;SC;Caçador;Prefeitura Municipal;Safe Consig;Iniciando Renovação;2024-08-21;2025-08-21
CON-512;CE;Caucaia;Prefeitura Municipal;Safe Consig;Inativo;2023-07-27;2024-07-23
CON-511;MT;Sapezal;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-07-26;2025-07-16
CON-510;SP;Santo André;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2025-12-20
CON-509;RO;Nova Mamoré;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2026-06-15
CON-508;AL;Senador Rui Palmeira;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2027-01-13
CON-507;MG;Contagem;Prefeitura Municipal;Nobe Software;Inativo;2023-07-26;2024-10-01
CON-506;PR;Três Barras do Paraná;Prefeitura Municipal;Consignet;Ativo;2023-08-14;2028-08-14
CON-505;MG;Juatuba;Prefeitura Municipal;Infoconsig;Ativo;2023-07-24;2028-05-23
CON-504;MT;Poconé;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-07-24;2025-07-04
CON-503;PB;Alagoa Nova;Prefeitura Municipal;SP Consig;Ativo;2023-07-20;2026-11-22
CON-502;SP;Osasco;Instituto de Previdência;ConsigLog;Inativo;2023-07-18;2024-12-10
CON-501;PR;Prudentópolis;Instituto de Previdência;Consignet;Ativo;2023-07-18;2028-04-13
CON-500;MA;Santa Rita;Prefeitura Municipal;Fasitec;Ativo;2023-07-15;2028-07-15
CON-499;PE;Santa Filomena;Prefeitura Municipal;Consignet;Ativo;2025-04-11;1930-04-11
CON-498;PR;Amaporã;Câmara Municipal;Consignet;Ativo;2023-07-11;2026-05-11
CON-497;CE;São Gonçalo do Amarante;Prefeitura Municipal;Fácil;Iniciando Renovação;2023-06-14;2025-06-14
CON-496;AL;Governo de Alagoas;Governo de Estado;NeoConsig;Ativo;2023-07-05;2028-07-05
CON-495;RS;Restinga Seca;Prefeitura Municipal;Consignet;Inativo;2023-07-10;2025-05-13
CON-494;PR;Fundo Especial de Previdência do Município de Guaraci;Instituto de Previdência;Consignet;Ativo;2023-07-10;2026-06-21
CON-493;PR;Cambé;Prefeitura Municipal;Consignet;Ativo;2023-07-10;2028-01-04
CON-492;RS;Departamento Autônomo de Estradas de Rodagem - DER;Outros;Numeria Informática;Inativo;2023-07-06;2024-07-06
CON-491;DF;Tribunal Superior do Trabalho - TST;Tribunal;Fácil;Ativo;2023-03-07;2028-03-07
CON-490;SP;Limeira;Prefeitura Municipal;NeoConsig;Inativo;2023-07-10;2024-02-08
CON-489;PR;Goioere;Prefeitura Municipal;Consignet;Ativo;2023-09-14;2028-09-14
CON-488;MS;Novo Horizonte do Sul;Prefeitura Municipal;Consignet;Ativo;2023-07-05;2027-08-22
CON-487;MA;Vila Nova dos Martírios;Prefeitura Municipal;Consignet;Ativo;2023-07-05;2027-11-01
CON-486;PR;Sertaneja;Prefeitura Municipal;Consignet;Ativo;2023-07-04;2026-01-28
CON-485;PR;Barbosa Ferraz;Prefeitura Municipal;Consignet;Inativo;2023-07-04;2024-08-08
CON-484;PR;Palmital;Prefeitura Municipal;Consignet;Ativo;2024-11-18;2029-11-18
CON-483;SP;Santo André;Instituto de Previdência;ConsigLog;Inativo;2023-07-04;2024-05-29
CON-482;RO;Serviço Autônomo de Água e Esgoto de Cacoal/RO - SAAE;Outros;Consignet;Ativo;2023-07-04;2028-07-04
CON-481;RO;SAAE Cacoal . Serviço Autônomo de Água e Esgoto de Cacoal;Outros;Consignet;Ativo;2023-06-29;2028-06-29
CON-480;PR;Paraíso do Norte;Prefeitura Municipal;Consignet;Ativo;2023-07-03;2028-04-18
CON-479;RO;Pimenteiras do Oeste;Prefeitura Municipal;Consignet;Ativo;2025-01-31;1930-01-31
CON-478;PR;Farol;Prefeitura Municipal;Consignet;Inativo;2023-07-03;2025-04-07
CON-477;SP;Iperó;Prefeitura Municipal;ConsigLog;Inativo;2023-07-03;2025-03-05
CON-476;SP;Serviço Funerário do Município de Santo André;Autarquia;ConsigLog;Iniciando Renovação;2023-07-03;2025-09-02
CON-475;RN;Apodi;Prefeitura Municipal;Fácil;Iniciando Renovação;2023-06-30;2025-07-09
CON-474;SC;Pomerode;Prefeitura Municipal;Consignet;Ativo;2023-06-22;2028-06-22
CON-473;PR;Luiziana;Prefeitura Municipal;Consignet;Ativo;2023-02-07;2028-02-07
CON-472;PR;Cruzeiro do Oeste;Prefeitura Municipal;Consignet;Inativo;2023-06-30;2025-05-28
CON-470;PE;Toritama;Prefeitura Municipal;Fácil;Ativo;2024-06-25;2029-06-25
CON-469;PR;Altônia;Prefeitura Municipal;Consignet;Inativo;2023-06-29;2024-08-08
CON-468;PE;Fundo de Previdência Social do Município de Inajá;Instituto de Previdência;NewVersion;Ativo;2023-06-27;2028-06-27
CON-467;SC;Witmarsum;Prefeitura Municipal;Consignet;Ativo;2023-06-27;2028-06-27
CON-466;MG;Uberaba;Prefeitura Municipal;Unitedtech;Inativo;2022-08-29;2024-08-28
CON-465;MG;Coronel Fabriciano;Prefeitura Municipal;Unitedtech;Ativo;2024-02-22;2027-02-22
CON-464;PA;Tribunal Regional do Trabalho da 8ª Região - TRT 8;Tribunal;Unitedtech;Inativo;2023-01-24;2025-01-24
CON-463;SP;Suzano;Prefeitura Municipal;ConsigLog;Ativo;2023-11-21;2028-11-21
CON-462;MG;Ministério Público do Estado de Minas Gerais;Outros;Quantum;Inativo;2023-03-09;2023-09-05
CON-461;SP;Ribeirão Preto;Instituto de Previdência;Quantum;Ativo;2023-04-03;2028-04-03
CON-460;SP;Guarda Civil de Ribeirão Preto;Outros;Quantum;Ativo;2023-02-22;2027-02-22
CON-459;RJ;Teresópolis;Prefeitura Municipal;Cotar;Ativo;2024-05-08;1934-05-08
CON-458;RS;Grupo Hospitalar Conceição - GHC;Empresa Privada;Quantum;Inativo;2023-04-04;2025-04-04
CON-457;SP;Hospital das Clínicas de Ribeirão Preto;Autarquia;Consignet;Ativo;2021-06-25;2026-06-24
CON-456;MG;Juiz de Fora;Prefeitura Municipal;Quantum;Inativo;2024-05-07;2026-05-06
CON-455;MG;Manhuaçu;Prefeitura Municipal;Quantum;Ativo;2024-07-01;2029-07-01
CON-454;MG;Vespasiano;Prefeitura Municipal;Quantum;Inativo;2023-02-17;2025-03-06
CON-453;MG;Conselheiro Lafaiete;Prefeitura Municipal;Quantum;Ativo;2023-01-04;2025-11-16
CON-452;MG;Transmontes de Monte Claros;Empresa Privada;Quantum;Inativo;2023-02-17;2025-02-17
CON-451;MG;Departamento Municipal de Limpeza Urbana de Juiz de Fora - DEMLURB;Autarquia;Quantum;Inativo;2022-05-24;2024-10-22
CON-450;RJ;Defensoria Publica do Estado do Rio de Janeiro;Outros;Quantum;Inativo;2023-03-07;2025-03-07
CON-449;CE;Capistrano;Prefeitura Municipal;Safe Consig;Ativo;2023-03-20;2028-03-20
CON-448;SC;PLASSMA - Plano de Assistência a Saúde dos Servidores do Município de Mafra;Prefeitura Municipal;Safe Consig;Ativo;2023-10-23;2025-10-22
CON-447;CE;Tauá;Prefeitura Municipal;Safe Consig;Inativo;2022-05-19;2024-02-15
CON-446;CE;Jijoca de Jericoacoara;Prefeitura Municipal;Safe Consig;Ativo;2023-02-06;2028-02-06
CON-445;SP;Cubatão;Instituto de Previdência;SERPRO;Inativo;2022-06-21;2023-06-21
CON-444;GO;Tribunal de Justiça da Goiás - TJGO;Tribunal;SERPRO;Ativo;2023-02-06;2026-02-06
CON-443;MG;Formiga;Prefeitura Municipal;VilleFort;Inativo;2022-06-15;2023-06-15
CON-442;PE;Inaja;Prefeitura Municipal;NewVersion;Ativo;2023-05-30;2028-05-30
CON-441;PB;Itabaiana;Prefeitura Municipal;NewVersion;Iniciando Renovação;2022-11-22;2025-09-16
CON-440;PE;Autarquia Municipal de Defesa Social, Trânsito e Transportes de Caruaru - Destra;Autarquia;NewVersion;Ativo;2023-04-04;2027-04-04
CON-439;PR;Alvorada do Sulc;Prefeitura Municipal;Consignet;Ativo;2023-06-28;2026-03-01
CON-438;PR;PREVLUZ - Previdência Social dos Servidores Públicos Municipais de Luiziana;Instituto de Previdência;Consignet;Ativo;2023-06-28;2026-05-04
CON-437;MG;Ouro Preto;Prefeitura Municipal;Quantum;Inativo;2023-05-16;2025-06-03
CON-436;SP;Guarulhos;Prefeitura Municipal;NeoConsig;Inativo;2023-06-07;2024-06-07
CON-435;SP;Bauru;Prefeitura Municipal;Consignet;Inativo;2021-05-27;2025-05-27
CON-434;PI;Teresina;Câmara Municipal;SP Consig;Ativo;2023-03-10;2028-03-10
CON-433;RN;Senador Georgino Avelino;Prefeitura Municipal;SP Consig;Ativo;2023-01-25;2028-01-25
CON-432;RN;Riachuelo;Prefeitura Municipal;SP Consig;Ativo;2023-04-12;2028-04-12
CON-431;PB;Serra Branca;Prefeitura Municipal;SP Consig;Inativo;2022-11-10;2023-11-10
CON-430;SP;Fundação dos Servidores de Votorantim;Outros;SP Consig;Inativo;2022-09-26;2023-09-26
CON-429;SP;Jundiaí;Prefeitura Municipal;SP Consig;Inativo;2022-07-29;2024-09-27
CON-428;SP;Socorro;Prefeitura Municipal;SP Consig;Inativo;2022-06-04;2025-01-29
CON-427;RN;Passa e Fica;Prefeitura Municipal;SP Consig;Iniciando Renovação;2022-09-01;2025-09-01
CON-426;MA;Tribunal de Justiça do Maranhão - TJMA;Tribunal;SP Consig;Ativo;2024-11-11;2029-11-11
CON-425;RN;Tribunal de Justiça do Rio Grande do Norte - TJRN;Tribunal;Fácil;Iniciando Renovação;2023-07-04;2025-07-04
CON-424;SP;São Sebastião;Instituto de Previdência;SP Consig;Inativo;2023-02-10;2024-02-10
CON-423;RN;Acari;Prefeitura Municipal;SP Consig;Ativo;2023-01-13;2026-01-13
CON-421;SP;Santa Rita do Passa Quatro;Prefeitura Municipal;SP Consig;Inativo;2022-11-08;2024-11-09
CON-420;BA;Serrinha;Prefeitura Municipal;SP Consig;Ativo;2022-08-30;2026-08-30
CON-419;PB;Fundação Assistencial da Paraíba - FAP;Outros;SP Consig;Ativo;2022-09-02;2027-09-02
CON-418;PB;Princesa Isabel;Prefeitura Municipal;SP Consig;Inativo;2023-01-25;2024-08-29
CON-417;PB;Cachoeira dos Índios;Prefeitura Municipal;SP Consig;Inativo;2023-01-10;2025-01-10
CON-416;PB;Riachão Bacamarte;Prefeitura Municipal;SP Consig;Inativo;2022-09-24;2024-09-24
CON-415;PE;Venturosa;Prefeitura Municipal;SP Consig;Ativo;2022-12-12;2027-12-12
CON-414;PE;Itambé;Instituto de Previdência;SP Consig;Ativo;2023-11-07;2027-11-07
CON-413;PE;Itambé;Prefeitura Municipal;SP Consig;Ativo;2023-11-07;2028-11-07
CON-412;RN;Fundo de Previdência de Vera Cruz;Instituto de Previdência;SP Consig;Ativo;2022-12-13;2027-12-13
CON-411;RN;Triunfo Potiguar;Prefeitura Municipal;SP Consig;Ativo;2022-12-27;2027-12-27
CON-410;RN;Carnaubais;Prefeitura Municipal;SP Consig;Iniciando Renovação;2022-08-10;2025-08-10
CON-409;GO;Abadia de Goiás;Prefeitura Municipal;Digital Consig;Inativo;2023-02-03;2025-02-03
CON-408;MT;Poxoreo;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2022-08-18;2025-08-18
CON-407;MT;Marcelândia;Prefeitura Municipal;Digital Consig;Ativo;2023-04-03;2028-04-03
CON-406;GO;Aloandia;Prefeitura Municipal;Digital Consig;Inativo;2022-12-03;2024-12-03
CON-405;MT;Colniza;Prefeitura Municipal;Digital Consig;Inativo;2022-08-26;2024-08-26
CON-404;GO;Mineiros;Prefeitura Municipal;Digital Consig;Inativo;2023-04-08;2025-04-08
CON-403;GO;Crixás;Instituto de Previdência;Digital Consig;Ativo;2023-02-15;2028-02-15
CON-402;MT;Pontal do Araguaia;Prefeitura Municipal;Digital Consig;Inativo;2023-04-24;2025-04-24
CON-401;MT;Nova Mutum;Prefeitura Municipal;Digital Consig;Inativo;2023-04-20;2025-04-20
CON-400;MT;Barra do Garças;Prefeitura Municipal;Digital Consig;Inativo;2022-08-08;2025-04-24
CON-399;CE;Itaiçaba;Prefeitura Municipal;Digital Consig;Ativo;2022-09-14;2026-09-14
CON-398;CE;Araçoiaba;Prefeitura Municipal;Consignet;Ativo;2025-05-07;1930-05-07
CON-397;MT;Diamantino;Prefeitura Municipal;Digital Consig;Inativo;2023-02-06;2025-02-06
CON-396;MT;Colider - Prev Líder;Instituto de Previdência;Digital Consig;Ativo;2022-08-11;2026-08-11
CON-395;TO;Abreulândia;Prefeitura Municipal;Digital Consig;Ativo;2023-04-28;2026-04-28
CON-394;GO;Pontalina;Prefeitura Municipal;Digital Consig;Inativo;2022-11-26;2024-11-26
CON-393;GO;Jussara;Prefeitura Municipal;Digital Consig;Ativo;2023-01-20;2027-01-20
CON-392;GO;Goiatuba;Prefeitura Municipal;ConsigLog;Ativo;2025-05-12;1930-05-15
CON-391;GO;Posse;Prefeitura Municipal;Digital Consig;Ativo;2022-09-26;2027-09-25
CON-390;MT;Nova Olímpia;Prefeitura Municipal;Digital Consig;Ativo;2024-03-14;2026-03-12
CON-389;MT;Tangara da Serra;Prefeitura Municipal;Digital Consig;Inativo;2022-06-07;2023-06-07
CON-388;DF;Serviço Social do Comércio do Distrito Federal - SESC;Empresa Privada;Digital Consig;Ativo;2022-09-06;2027-09-06
CON-387;GO;Nova Crixás;Prefeitura Municipal;Digital Consig;Inativo;2023-04-02;2025-04-02
CON-386;MT;Canarana;Prefeitura Municipal;Digital Consig;Inativo;2022-08-26;2027-12-01
CON-385;MT;Mirassol d' Oeste;Prefeitura Municipal;Digital Consig;Ativo;2022-11-03;2027-11-03
CON-384;MT;Cáceres;Prefeitura Municipal;Digital Consig;Inativo;2022-06-18;2025-05-13
CON-383;PA;FMS de Augusto Correa;Outros;Digital Consig;Ativo;2022-08-18;2026-08-18
CON-382;MA;Assembleia Legislativa do Maranhão;Assembléia;Safe Consig;Ativo;2024-03-08;2029-03-08
CON-381;AL;Maceió;Prefeitura Municipal;Safe Consig;Ativo;2024-06-20;2029-06-20
CON-380;PA;Marituba;Prefeitura Municipal;NeoConsig;Inativo;2023-05-12;2024-05-12
CON-379;RJ;Rio de Janeiro;Prefeitura Municipal;NeoConsig;Ativo;2022-09-30;2025-09-30
CON-378;SP;Sorocaba;Prefeitura Municipal;NeoConsig;Iniciando Renovação;2022-03-05;2025-09-07
CON-377;AL;Agência Municipal de Regulação de Serviços Delegados - Arser;Autarquia;NeoConsig;Inativo;2023-04-04;2023-10-04
CON-376;MA;São Luís;Prefeitura Municipal;NeoConsig;Ativo;2023-01-05;2028-01-05
CON-375;GO;Governo de Goiás;Governo de Estado;NeoConsig;Ativo;2024-03-15;2026-09-15
CON-374;PA;Benevides;Prefeitura Municipal;NeoConsig;Ativo;2023-10-24;2026-09-20
CON-373;MG;Serviço Autônomo de Água e Esgoto de Sete Lagoas - SAAE;Autarquia;Montreal;Inativo;2023-01-16;2025-01-16
CON-372;AL;São José da Tapera;Instituto de Previdência;MegaTec;Ativo;2023-03-31;2026-03-31
CON-371;BA;Santo Amaro;Prefeitura Municipal;MC Tecnologia;Iniciando Renovação;2023-03-17;2025-07-15
CON-370;PB;João Pessoa;Prefeitura Municipal;Fácil;Ativo;2022-10-29;2025-12-01
CON-369;BA;Itabaianinha;Prefeitura Municipal;Green Consig;Inativo;2023-02-09;2025-02-09
CON-368;RJ;Cabo Frio;Prefeitura Municipal;Safe Consig;Inativo;2024-01-09;2025-01-09
CON-367;AM;Manaus;Prefeitura Municipal;Fênixsoft;Inativo;2022-12-12;2024-12-12
CON-366;RR;Boa Vista;Prefeitura Municipal;RF1 Participações;Iniciando Renovação;2023-11-22;2028-11-22
CON-364;GO;SÃO MIGUEL DO ARAGUAIA;Prefeitura Municipal;Consignet;Ativo;2024-11-08;2029-08-26
CON-363;PR;Ortigueira;Prefeitura Municipal;DB1;Inativo;2023-01-06;2025-01-06
CON-362;RJ;Barra do Piraí;Prefeitura Municipal;Cotar;Inativo;2023-05-29;2025-05-29
CON-361;RJ;Duque de Caxias;Prefeitura Municipal;ConsigLog;Inativo;2023-10-13;2025-06-01
CON-360;RJ;Duque de Caxias;Instituto de Previdência;Cotar;Inativo;2022-06-01;2025-06-01
CON-359;PB;Governo de Paraíba;Governo de Estado;Codata;Ativo;2022-10-21;2025-11-16
CON-358;RO;Nova Mamoré;Prefeitura Municipal;Fasitec;Ativo;2023-06-09;2028-06-09
CON-357;AL;Jequiá da Praia;Prefeitura Municipal;Fasitec;Ativo;2023-06-15;2028-06-15
CON-356;AL;Colônia Leopoldina;Prefeitura Municipal;Fasitec;Ativo;2023-06-15;2028-06-15
CON-355;BA;Cansanção;Prefeitura Municipal;Fasitec;Ativo;2023-03-15;2026-03-15
CON-354;BA;Canudos;Prefeitura Municipal;Fasitec;Ativo;2023-02-14;2027-02-14
CON-353;BA;Sarrolândia;Prefeitura Municipal;Fasitec;Inativo;2022-12-31;2024-12-31
CON-352;MA;Chapadinha;Instituto de Previdência;Fasitec;Ativo;2023-02-24;2026-02-24
CON-351;AL;Viçosa - IPASMV;Instituto de Previdência;Fasitec;Ativo;2023-10-20;2028-10-20
CON-350;MA;Chapadinha;Prefeitura Municipal;Fasitec;Inativo;2023-05-31;2024-05-31
CON-348;AL;Campestre;Prefeitura Municipal;Fasitec;Ativo;2023-01-28;2027-01-28
CON-347;AL;Boca da Mata;Prefeitura Municipal;Fasitec;Ativo;2022-06-30;2027-06-30
CON-346;AL;Capela;Prefeitura Municipal;Fasitec;Inativo;2023-04-08;2025-04-28
CON-345;MS;Eldorado;Prefeitura Municipal;Fasitec;Ativo;2023-05-24;2028-05-24
CON-344;BA;Valença;Prefeitura Municipal;Fasitec;Ativo;2025-03-14;2026-03-14
CON-343;SP;Leme;Prefeitura Municipal;Fasitec;Inativo;2023-05-09;2024-05-09
CON-342;AL;Junqueiro;Prefeitura Municipal;Fasitec;Iniciando Renovação;2022-07-19;2025-07-19
CON-341;PR;Lindoeste;Prefeitura Municipal;Fasitec;Ativo;2023-02-11;2026-02-11
CON-340;AL;Monteirópolis;Prefeitura Municipal;Fasitec;Ativo;2022-04-14;2026-08-10
CON-339;BA;Euclides da Cunha;Prefeitura Municipal;Fasitec;Inativo;2023-03-06;2023-12-21
CON-338;BA;Maetinga;Prefeitura Municipal;Fasitec;Ativo;2023-05-27;2026-05-27
CON-337;SP;Votorantim;Prefeitura Municipal;Fasitec;Inativo;2023-02-04;2025-02-04
CON-336;BA;Presidente Dutra;Prefeitura Municipal;Fasitec;Ativo;2023-01-01;2026-01-01
CON-335;BA;Canudos;Prefeitura Municipal;Fasitec;Inativo;2023-03-29;2023-03-29
CON-334;AL;Novo Lino;Prefeitura Municipal;Fasitec;Ativo;2024-10-16;2029-10-16
CON-333;AL;Porto Real do Colégio;Prefeitura Municipal;Fasitec;Ativo;2023-04-04;2028-04-04
CON-332;BA;Paratinga;Prefeitura Municipal;Fasitec;Inativo;2022-12-31;2024-12-31
CON-331;AM;Eirunepé;Prefeitura Municipal;Fasitec;Inativo;2023-04-03;2024-04-03
CON-330;AL;Poço das Trincheiras;Prefeitura Municipal;Fasitec;Ativo;2023-03-17;2028-03-17
CON-329;AL;Anadia;Prefeitura Municipal;NewVersion;Ativo;2024-06-11;2029-06-11
CON-328;AL;Campestre;Prefeitura Municipal;Fasitec;Ativo;2023-03-22;2028-03-22
CON-327;AL;Atalaia - Atalaiaprev;Instituto de Previdência;Fasitec;Ativo;2023-03-15;2028-03-15
CON-326;PR;Anahy;Prefeitura Municipal;Fasitec;Ativo;2023-03-15;2028-03-15
CON-325;AL;Novo Lino;Instituto de Previdência;Fasitec;Inativo;2023-01-22;2025-01-22
CON-324;AL;Satuba;Prefeitura Municipal;Fasitec;Inativo;2023-03-13;2025-03-13
CON-323;MA;Igarapé do Meio;Prefeitura Municipal;Fasitec;Ativo;2023-01-27;2026-01-27
CON-322;AL;Mar Vermelho;Prefeitura Municipal;Fasitec;Inativo;2022-04-12;2026-08-30
CON-321;MA;Anajatuba;Prefeitura Municipal;Fasitec;Ativo;2023-02-14;2027-10-20
CON-320;BA;Malhada de Pedras;Prefeitura Municipal;Fasitec;Ativo;2023-05-05;2026-05-05
CON-319;PE;São Bento do Una;Prefeitura Municipal;NewVersion;Ativo;2023-10-03;2028-10-03
CON-318;BA;Heliopolis;Prefeitura Municipal;Fasitec;Ativo;2022-11-25;2026-11-25
CON-317;AL;Anadia;Prefeitura Municipal;Fasitec;Ativo;2023-02-24;2028-02-24
CON-316;AL;Paulo Jacinto;Prefeitura Municipal;Fasitec;Ativo;2023-03-24;2026-03-24
CON-315;AL;Carneiros;Prefeitura Municipal;Fasitec;Ativo;2023-01-26;2028-01-26
CON-314;AL;São Sebastião;Prefeitura Municipal;Fasitec;Ativo;2023-02-02;2028-02-02
CON-313;AL;Atalaia;Prefeitura Municipal;Fasitec;Ativo;2024-04-18;2029-04-18
CON-312;AL;Cajueiro;Prefeitura Municipal;Fasitec;Inativo;2022-07-20;2027-01-03
CON-310;AL;Ouro Branco;Instituto de Previdência;Fasitec;Ativo;2023-04-19;2026-04-19
CON-309;AL;Ouro Branco;Prefeitura Municipal;Fasitec;Ativo;2023-01-17;2028-01-17
CON-308;AL;Fundo de Aposentadoria e Pensões de São José da Laje;Instituto de Previdência;Fasitec;Ativo;2023-01-11;2028-01-11
CON-307;AL;São José da Laje;Prefeitura Municipal;Fasitec;Ativo;2023-01-17;2026-01-21
CON-306;AL;Pariconha;Prefeitura Municipal;Fasitec;Ativo;2022-12-22;2027-12-22
CON-305;AL;Olho d' Água das Flores;Prefeitura Municipal;Fasitec;Ativo;2022-12-21;2027-12-21
CON-304;AL;Girau do Ponciano;Prefeitura Municipal;Fasitec;Ativo;2022-12-07;2027-12-07
CON-303;BA;Jussara;Prefeitura Municipal;Fasitec;Inativo;2022-12-24;2024-12-24
CON-302;BA;Cacule;Prefeitura Municipal;Fasitec;Ativo;2022-10-09;2025-10-09
CON-301;BA;Brumado;Prefeitura Municipal;Fasitec;Ativo;2023-05-12;2028-05-12
CON-300;BA;Abaré;Prefeitura Municipal;Fasitec;Ativo;2022-08-22;2027-05-16
CON-299;BA;Licínio de Almeida;Prefeitura Municipal;Fasitec;Ativo;2022-11-18;2025-11-18
CON-298;BA;Rio do Antônio;Prefeitura Municipal;Fasitec;Inativo;2022-07-15;2023-07-15
CON-297;MA;Santa Luzia do Parua;Prefeitura Municipal;Fasitec;Ativo;2023-02-26;2026-02-26
CON-296;PE;AUTARQUIA EDUCACIONAL DO BELO JARDIM AEB;Autarquia;NewVersion;Ativo;2023-08-25;2028-08-23
CON-295;PE;Mirandiba;Prefeitura Municipal;Fasitec;Ativo;2023-02-22;2027-02-22
CON-294;SP;Biritiba-Mirim;Prefeitura Municipal;ConsigLog;Inativo;2023-04-07;2024-08-23
CON-293;SP;Santo André - Semasa;Autarquia;ConsigLog;Inativo;2022-12-28;2024-03-15
CON-292;MG;Congonhas;Prefeitura Municipal;ConsigLog;Inativo;2023-03-27;2024-03-27
CON-291;SP;Estância de Campos de Jordão;Prefeitura Municipal;ConsigLog;Inativo;2022-12-13;2024-12-13
CON-290;RJ;São Gonçalo;Instituto de Previdência;ConsigLog;Inativo;2024-05-30;2025-05-30
CON-287;BA;Salvador;Prefeitura Municipal;ConsigLog;Ativo;2024-05-08;2026-05-08
CON-286;BA;Tribunal de Justiça da Bahia - TJBA;Tribunal;ConsigLog;Ativo;2023-05-08;2028-05-08
CON-285;BA;Conceição do Coité;Prefeitura Municipal;ConsigLog;Inativo;2021-03-09;2025-04-08
CON-284;GO;Valparaíso de Goiás;Prefeitura Municipal;ConsigLog;Inativo;2021-10-20;2024-12-31
CON-283;BA;Canavieiras;Prefeitura Municipal;ConsigLog;Ativo;2018-07-04;2026-07-03
CON-282;BA;Vitória da Conquista;Prefeitura Municipal;ConsigLog;Ativo;2025-05-08;1930-05-08
CON-281;BA;Jequié;Prefeitura Municipal;ConsigLog;Ativo;2021-07-05;2025-11-10
CON-280;PR;Companhia de Saneamento do Paraná - Sanepar;Outros;ConsigLog;Inativo;2024-03-19;2025-03-18
CON-279;SC;Biguçu;Prefeitura Municipal;ConsigLog;Ativo;2023-04-02;2028-04-02
CON-278;GO;Catalão;Prefeitura Municipal;ConsigLog;Ativo;2022-10-25;2027-10-25
CON-277;SP;Cajamar;Prefeitura Municipal;ConsigLog;Inativo;2023-08-14;2025-02-15
